channel_sales,forecast_cons_year,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,has_gas,margin_gross_pow_ele,nb_prod_act,num_years_antig,origin_up,var_year_price_off_peak_var,var_year_price_peak_var,var_year_price_mid_peak_var,var_year_price_off_peak_fix,var_year_price_peak_fix,var_6m_price_off_peak_var,var_6m_price_peak_var,var_6m_price_mid_peak_var,var_6m_price_off_peak_fix,churn,date_activ_year,date_activ_month,date_activ_day,date_activ_dayofweek,date_activ_dayofyear,date_end_year,date_end_month,date_end_day,date_end_dayofweek,date_end_dayofyear,date_modif_prod_year,date_modif_prod_month,date_modif_prod_day,date_modif_prod_dayofweek,date_modif_prod_dayofyear,date_renewal_year,date_renewal_month,date_renewal_day,date_renewal_dayofweek,date_renewal_dayofyear,power_utilization_ratio,cons_vs_forecast,discount_impact,total_energy_usage
MISSING,2204,132.21,0.114667,0.099548,40.606701,f,22.2,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,2.08E-05,3.98E-06,2.89E-07,0.007037428,0.002533545,1.15E-05,1.61E-06,2.62E-07,0.004423387,0,2009,9,22,1,265,2016,9,22,3,266,2015,8,26,2,238,2015,9,25,4,268,141.0263348,76331.05,0,78185
MISSING,0,16.11,0.144902,0,44.31137796,f,7.8,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,4.46E-06,0,0,0.004788727,0,2.99E-06,0,0,0.008428194,0,2009,10,1,3,274,2016,10,1,5,275,2009,10,1,3,274,2015,10,2,4,275,61.20092379,7292.92,0,7632
MISSING,1710,164.87,0.115237,0.100123,40.606701,f,3.12,1,6,lxidpiddsbxsbosboudacockeimpuepw,1.88E-05,4.40E-06,4.60E-08,0.002211738,0.000796268,1.20E-05,2.80E-06,9.70E-08,0.004423387,0,2009,11,25,2,329,2016,11,25,4,330,2009,11,25,2,329,2015,11,26,3,330,100.3383838,17927.05,0,19867
lmkebamcaaclubfxadlmueccxoimlema,0,131.73,0.15384,0.129951,41.1052014,f,165.96,1,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,2.52E-05,5.81E-06,3.49E-06,0.004120777,0.029701147,1.11E-05,2.90E-06,4.86E-10,0,0,2012,2,9,3,40,2016,2,26,4,57,2015,2,5,3,36,2015,2,27,4,58,0.495983936,215.91,0,247
MISSING,2482,21.54,0.144631,0,44.31137796,t,7.02,2,6,lxidpiddsbxsbosboudacockeimpuepw,5.63E-06,0,0,0.002633795,0,3.59E-06,0,0,0.005267621,0,2009,11,10,1,314,2016,11,10,3,315,2009,11,10,1,314,2015,11,11,2,315,116.0277778,17752.57,0,20885
foosdfpfkusacimwkcsosbicdxkicaua,0,117.28,0.114658,0.099545,40.606701,t,8.4,2,3,lxidpiddsbxsbosboudacockeimpuepw,2.60E-05,7.11E-06,4.27E-07,0.004021349,0.001447757,1.51E-05,3.35E-06,4.21E-08,0.007077419,0,2012,10,18,3,292,2016,10,18,1,292,2015,5,24,6,144,2015,10,19,0,292,85.59166667,46092.37,0,55635
foosdfpfkusacimwkcsosbicdxkicaua,0,16.23,0.168242,0.089602,45.80687796,f,20.52,1,5,lxidpiddsbxsbosboudacockeimpuepw,5.68E-06,1.50E-07,0,3.82E-13,0,3.57E-06,9.45E-08,0,0,0,2010,12,7,1,341,2016,12,7,2,342,2010,12,7,1,341,2015,12,8,1,342,24.93055556,3443.74,0,3949
MISSING,3905,19.51,0.142819,0,44.31137796,f,11.42,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,4.40E-06,0,0,0.00646476,0,2.85E-06,0,0,0.009481719,0,2009,9,14,0,257,2016,9,14,2,258,2009,9,14,0,257,2015,9,15,1,258,140.6313131,19770.66,0,22276
foosdfpfkusacimwkcsosbicdxkicaua,235,143.63,0.114603,0.098261,40.606701,f,28.36,1,5,lxidpiddsbxsbosboudacockeimpuepw,3.33E-05,1.11E-05,5.32E-07,0.007238536,0.002605915,1.11E-05,2.90E-06,4.86E-10,0,0,2011,6,10,4,161,2016,6,10,4,162,2015,5,22,4,142,2015,6,14,6,165,20.10707635,4044.28,0,4319
foosdfpfkusacimwkcsosbicdxkicaua,3435,21.44,0.144149,0,44.31137796,f,27.12,1,5,lxidpiddsbxsbosboudacockeimpuepw,9.02E-06,0,0,0,0,3.32E-06,0,0,0,0,2011,4,8,4,98,2016,4,8,4,99,2014,6,28,5,179,2015,4,13,0,103,22.33206591,3010.45,0,3524
foosdfpfkusacimwkcsosbicdxkicaua,0,15.97,0.143478,0,44.31137796,t,3.7,2,5,lxidpiddsbxsbosboudacockeimpuepw,7.77E-06,0,0,3.82E-13,0,5.04E-06,0,0,0,0,2011,7,2,5,183,2016,12,4,6,339,2015,11,1,6,305,2015,12,6,6,340,180.210739,25842.09,0,29964
foosdfpfkusacimwkcsosbicdxkicaua,3052,95.69,0.15441,0.130525,41.1052014,f,83.04,1,4,lxidpiddsbxsbosboudacockeimpuepw,2.34E-05,5.24E-06,5.08E-06,0.004120777,0.001507563,1.11E-05,2.90E-06,4.86E-10,0,0,2012,2,9,3,40,2016,2,26,4,57,2014,2,26,2,57,2015,2,27,4,58,45.06855906,9825.46,0.048239267,11241
foosdfpfkusacimwkcsosbicdxkicaua,10788,0,0.164057,0.086803,44.31137796,f,10,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,4.81E-06,6.43E-07,0,0.004788721,0,3.22E-06,1.40E-06,0,0.008428194,0,2009,10,2,4,275,2016,10,2,6,276,2009,10,2,4,275,2015,10,4,6,277,442.6055556,69669.31,0,79669
usilxuppasemubllopkaafesmlibmsdf,784,128.9,0.116509,0.101397,40.606701,t,10.4,3,3,lxidpiddsbxsbosboudacockeimpuepw,2.66E-05,7.13E-06,4.68E-07,0,0,1.93E-05,5.23E-06,8.01E-07,0,0,2012,10,5,4,279,2016,10,5,2,279,2014,2,28,4,59,2015,10,11,6,284,57.51343116,12803.47,0,23491
usilxuppasemubllopkaafesmlibmsdf,811,18.82,0.145137,0,44.31137796,t,19.2,2,5,lxidpiddsbxsbosboudacockeimpuepw,4.58E-06,0,0,0.008380216,0,3.32E-06,0,0,0,1,2011,5,30,0,150,2016,5,30,0,151,2016,1,7,3,7,2015,6,8,0,159,52.19559918,5532.71,0,7351
lmkebamcaaclubfxadlmueccxoimlema,3440,132.17,0.115237,0.100123,40.606701,f,6.88,1,10,ldkssxwpmemidmecebumciepifcamkci,2.02E-05,4.53E-06,2.61E-07,0.004021349,0.001447757,1.18E-05,2.59E-06,4.83E-07,0.007077419,0,2005,10,21,4,294,2016,10,21,4,295,2015,5,24,6,144,2015,10,22,3,295,152.2504026,34931.17,0,37819
MISSING,0,15.51,0.145711,0,44.31137796,f,21.52,1,6,lxidpiddsbxsbosboudacockeimpuepw,4.61E-06,0.000608945,0,0.008380258,0,4.09E-07,0.001217891,0,0.005267621,0,2010,6,30,2,181,2016,6,30,3,182,2010,6,30,2,181,2015,7,4,5,185,14.81060606,1993.99,0,2346
foosdfpfkusacimwkcsosbicdxkicaua,677,359.25,0.119802,0.102912,40.606701,f,149.88,1,4,lxidpiddsbxsbosboudacockeimpuepw,1.77E-05,4.67E-06,5.95E-07,3.44E-12,1.85E-12,1.15E-05,3.11E-06,5.98E-08,0,1,2012,1,16,0,16,2017,1,16,0,16,2015,12,16,2,350,2016,1,17,6,17,4,2593.18,0,2880
ewpakwlliwisiwduibdlfmalxowmwpci,637,129.6,0.115174,0.098837,40.606701,f,53.53,1,3,lxidpiddsbxsbosboudacockeimpuepw,1.72E-05,4.06E-06,3.80E-06,0.005428942,0.001954419,1.11E-05,2.90E-06,4.86E-10,0,0,2013,3,27,2,86,2016,3,27,6,87,2013,3,27,2,86,2015,3,29,6,88,25.0670904,6338.39,0,7099
foosdfpfkusacimwkcsosbicdxkicaua,3929,19.1,0.159433,0.082174,44.31137796,f,4.86,1,5,lxidpiddsbxsbosboudacockeimpuepw,1.01E-05,6.75E-07,0,0.006464769,0,6.70E-06,6.63E-07,0,0.009481719,0,2011,1,6,3,6,2016,11,7,0,312,2015,9,20,6,263,2015,11,9,0,313,232.6836702,25782.27,0,29011
foosdfpfkusacimwkcsosbicdxkicaua,1437,131.75,0.115174,0.098837,40.606701,f,29.85,1,7,ldkssxwpmemidmecebumciepifcamkci,1.66E-05,3.04E-06,2.38E-06,0.007037517,0.002533506,1.11E-05,2.90E-06,4.86E-10,0,0,2009,5,4,0,124,2016,5,4,2,125,2009,5,4,0,124,2015,5,5,1,125,48.54040404,8676.3,0,9611
foosdfpfkusacimwkcsosbicdxkicaua,1719,18.32,0.14126,0,44.31137796,f,35.04,1,6,lxidpiddsbxsbosboudacockeimpuepw,7.17E-06,0,0,3.82E-13,0,5.56E-06,0,0,0,0,2010,1,4,0,4,2017,1,19,3,19,2015,11,17,1,321,2016,1,20,2,20,56.35714286,8073.38,0,9468
MISSING,0,15.97,0.140621,0,44.31137796,f,7.8,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,5.83E-06,0.000608945,0,0.004788727,0,4.03E-06,0,0,0.008428194,0,2009,10,9,4,282,2016,10,12,2,286,2009,10,9,4,282,2015,10,13,1,286,34.20900693,3820.43,0,4266
foosdfpfkusacimwkcsosbicdxkicaua,0,0,0.143801,0,44.31137796,f,23.53,1,4,lxidpiddsbxsbosboudacockeimpuepw,5.77E-06,0,0,0.00646475,0,3.32E-06,0,0,0,0,2012,3,5,0,65,2016,3,5,5,65,2012,3,5,0,65,2015,3,6,4,65,2497.431407,339051.02,0,342248
MISSING,0,6.82,0.145541,0,44.31137796,f,33.12,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,5.82E-06,0,0,2.95E-13,0,3.32E-06,0,0,0,0,2010,2,1,0,32,2016,2,1,0,32,2015,12,16,2,350,2015,2,2,0,33,27.06439394,3638.94,0,4287
ewpakwlliwisiwduibdlfmalxowmwpci,0,117.17,0.118646,0.102308,40.606701,t,20.5,2,3,lxidpiddsbxsbosboudacockeimpuepw,1.80E-05,3.70E-06,1.80E-06,0,0,1.11E-05,2.90E-06,4.86E-10,0,0,2013,4,23,1,113,2016,4,23,5,114,2014,7,22,1,203,2015,4,24,4,114,98.37254902,17988.55,0,26485
ewpakwlliwisiwduibdlfmalxowmwpci,0,18.22,0.140621,0,44.31137796,t,12.82,3,3,kamkkxfxxuwbdslkwifmmcsiusiuosws,4.79E-06,0,0,0.008380274,0,3.01E-06,0,0,0.005267621,0,2012,9,13,3,257,2016,9,11,6,255,2013,9,11,2,254,2015,9,12,5,255,21.63510101,2929.64,0,4965
foosdfpfkusacimwkcsosbicdxkicaua,0,16.55,0.19923,0,45.80687796,f,34.38,2,4,lxidpiddsbxsbosboudacockeimpuepw,0.000651116,0,0,0.687904603,0,3.32E-06,0,0,0,0,2012,3,12,0,72,2016,7,22,4,204,2015,7,22,2,203,2015,3,18,2,77,4.48035488,576.55,3.699136412,707
foosdfpfkusacimwkcsosbicdxkicaua,2434,130.32,0.116509,0.101397,40.606701,f,11.06,1,3,lxidpiddsbxsbosboudacockeimpuepw,2.22E-05,4.58E-06,1.46E-07,0.005428835,0.001954466,1.31E-05,2.48E-06,2.31E-07,0.007962096,0,2012,9,22,5,266,2016,9,22,3,266,2015,5,24,6,144,2015,9,25,4,268,121.9180067,30264.73,0,33664
foosdfpfkusacimwkcsosbicdxkicaua,315,17.54,0.145711,0,44.31137796,f,19.2,1,4,lxidpiddsbxsbosboudacockeimpuepw,5.19E-06,0.000608945,0,0.008380239,0,3.32E-06,0,0,0,0,2012,4,14,5,105,2016,10,5,2,279,2013,10,9,2,282,2015,10,11,6,284,30.42404414,3225.35,0,3794
MISSING,18925,132.56,0.113323,0.096984,40.606701,t,20.43,2,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.56E-05,3.58E-06,5.84E-06,0.005428942,0.001954419,1.11E-05,2.90E-06,4.86E-10,0,0,2010,3,25,3,84,2016,3,25,4,85,2010,3,25,3,84,2015,3,26,3,85,9115.782001,2495664.56,0,2979336
foosdfpfkusacimwkcsosbicdxkicaua,0,17.13,0.166178,0.087538,44.31137796,t,8.8,2,4,lxidpiddsbxsbosboudacockeimpuepw,4.47E-06,1.67E-06,0,0.004788721,0,6.80E-06,3.45E-06,0,0.008428194,0,2011,10,22,5,295,2016,10,22,5,296,2011,10,22,5,295,2015,10,23,4,296,24785.73232,3921372.08,0,5885446
foosdfpfkusacimwkcsosbicdxkicaua,0,19.44,0.142819,0,44.31137796,f,19.28,1,6,lxidpiddsbxsbosboudacockeimpuepw,3.78E-06,0,0,0.008380258,0,2.38E-06,0,0,0.005267621,1,2010,6,10,3,161,2016,6,10,4,162,2013,9,14,5,257,2015,6,23,1,174,642.2159091,99351.22,0,101727
ewpakwlliwisiwduibdlfmalxowmwpci,3223,16.26,0.159722,0.081824,44.31137796,f,29.76,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,9.42E-06,1.23E-06,0,3.49E-13,0,6.41E-06,1.76E-06,0,0,0,2010,2,25,3,56,2016,2,25,3,56,2015,12,17,3,351,2015,2,26,3,57,100.5808081,14291.39,0,15932
MISSING,11391,133.18,0.111125,0.094787,40.606701,f,7.2,1,11,ldkssxwpmemidmecebumciepifcamkci,1.87E-05,3.24E-06,1.51E-06,0.007037428,0.002533545,1.17E-05,2.04E-06,9.49E-07,0.004423387,0,2004,8,10,1,223,2016,7,11,0,193,2004,8,10,1,223,2015,7,12,6,193,346.221363,56474.64,0,62324
MISSING,0,109.89,0.142819,0,44.31137796,f,11.95,1,8,ldkssxwpmemidmecebumciepifcamkci,4.40E-06,0,0,0.006464808,0,2.85E-06,0,0,0.009481719,0,2007,9,6,3,249,2016,9,6,1,250,2007,9,6,3,249,2015,9,7,0,250,208.2852194,29520.96,0,34632
lmkebamcaaclubfxadlmueccxoimlema,0,132.11,0.11691,0.100572,40.606701,f,37.56,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,2.15E-05,5.24E-06,3.94E-07,0.006434301,0.002316348,1.11E-05,2.90E-06,4.86E-10,0,0,2010,4,27,1,117,2016,4,27,2,118,2010,4,27,1,117,2015,4,28,1,118,128.5606061,34217.15,0,35637
MISSING,0,72.73,0.158276,0.081018,44.31137796,f,14.64,1,7,ldkssxwpmemidmecebumciepifcamkci,0.000338536,0.000128076,0.001391866,4.103079185,161.5677726,3.57E-06,9.45E-08,0,0,0,2009,7,30,3,211,2016,7,5,1,187,2015,7,1,2,182,2014,7,16,2,197,105.385553,12602.37,0,13142
foosdfpfkusacimwkcsosbicdxkicaua,0,15.96,0.143227,0,44.31137796,f,33.12,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.30E-05,0,0,2.95E-13,0,9.99E-06,0,0,0,0,2010,1,7,3,7,2017,1,7,5,7,2015,11,18,2,322,2016,1,8,4,8,35.19570707,4737.07,0,5575
foosdfpfkusacimwkcsosbicdxkicaua,578,131.8,0.115237,0.100123,41.1052014,f,40.2,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,6.04E-05,3.14E-05,0.000451529,1.133662906,49.86294383,1.27E-05,2.68E-06,1.54E-07,0.117187427,0,2009,10,14,2,287,2016,10,14,4,288,2009,10,14,2,287,2015,10,15,3,288,20.46583851,5341.58,0,5931
MISSING,903,0,0.116509,0.101397,40.9390266,f,17.88,1,5,ldkssxwpmemidmecebumciepifcamkci,3.13E-05,1.23E-05,3.08E-06,0.020521777,0.015486147,1.10E-05,2.91E-06,6.99E-07,0.041043283,0,2010,11,2,1,306,2016,11,2,2,307,2015,5,24,6,144,2015,11,4,2,308,54.81788079,8935.54,0,9933
usilxuppasemubllopkaafesmlibmsdf,0,19.39,0.145711,0,44.31137796,f,16.66,1,5,lxidpiddsbxsbosboudacockeimpuepw,3.12E-06,0,0,0,0,3.18E-06,0,0,0,0,2011,7,26,1,207,2016,7,26,1,208,2014,6,17,1,168,2015,7,27,0,208,70.42929293,9485.3,0,11156
foosdfpfkusacimwkcsosbicdxkicaua,317,13.84,0.146694,0,44.31137796,f,23.76,1,3,lxidpiddsbxsbosboudacockeimpuepw,5.37E-06,0,0,0.006464721,0,3.32E-06,0,0,0,0,2013,3,15,4,74,2016,3,15,1,75,2015,6,23,1,174,2015,3,18,2,77,27.9060816,2954.09,0,3480
MISSING,3430,131.76,0.109397,0.093055,40.606701,f,42.03,1,11,ldkssxwpmemidmecebumciepifcamkci,4.18E-05,1.86E-05,1.74E-06,0.005428942,0.001954419,1.11E-05,2.90E-06,4.86E-10,0,0,2005,3,14,0,73,2016,5,27,4,148,2015,5,27,2,147,2015,3,16,0,75,142.4431818,63443.52,0,67689
ewpakwlliwisiwduibdlfmalxowmwpci,0,116.58,0.114588,0.097701,40.606701,f,30,1,3,lxidpiddsbxsbosboudacockeimpuepw,1.65E-05,4.45E-06,2.05E-06,3.44E-12,1.85E-12,1.11E-05,2.90E-06,4.86E-10,0,1,2012,11,2,4,307,2017,1,23,0,23,2014,1,23,3,23,2016,1,24,6,24,168.7791667,36621.04,0,40507
MISSING,0,9.28,0.162326,0.085068,44.31137796,f,11.16,1,6,ldkssxwpmemidmecebumciepifcamkci,1.19E-05,3.00E-06,0,0.00646476,0,2.96E-06,3.36E-06,0,0.009481719,0,2009,9,1,1,244,2016,9,1,3,245,2015,7,11,5,192,2015,9,2,2,245,44.49275362,5393.13,0,6140
foosdfpfkusacimwkcsosbicdxkicaua,1779,16.17,0.165022,0.08638,44.31137796,f,2.8,1,4,lxidpiddsbxsbosboudacockeimpuepw,4.52E-05,2.67E-07,0,0.002633798,0,3.51E-06,1.18E-07,0,0.005267621,0,2012,4,15,6,106,2016,12,4,6,339,2013,12,4,2,338,2015,12,6,6,340,12546.59033,1562368.28,0,1564610
usilxuppasemubllopkaafesmlibmsdf,0,16.43,0.145711,0,44.31137796,f,10.36,1,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,4.69E-06,0,0,0.004788721,0,3.03E-06,0,0,0.008428194,0,2011,10,4,1,277,2016,10,4,1,278,2011,10,4,1,277,2015,10,5,0,278,15.51072941,2192.34,0,2579
MISSING,9243,144.77,0.113323,0.096984,40.606701,t,56.34,2,10,lxidpiddsbxsbosboudacockeimpuepw,1.89E-05,3.69E-06,1.27E-06,0.006434195,0.002316395,1.19E-05,2.36E-06,1.42E-06,0.007077419,0,2005,8,11,3,223,2016,8,11,3,224,2005,8,11,3,223,2015,8,12,2,224,222.7394444,393286.59,0,447476
foosdfpfkusacimwkcsosbicdxkicaua,0,15.87,0.145711,0,44.31137796,t,21.52,2,4,lxidpiddsbxsbosboudacockeimpuepw,4.00E-06,0,0,0.008619686,0,3.32E-06,0,0,0,0,2012,6,2,5,154,2016,6,2,3,154,2012,6,2,5,154,2015,6,8,0,159,697.3484848,109776.8,0,1355962
MISSING,0,16.38,0.165793,0.088539,44.31137796,f,21.52,1,5,ldkssxwpmemidmecebumciepifcamkci,2.36E-06,2.40E-06,0,0.008619686,0,3.57E-06,9.45E-08,0,0,0,2011,6,28,1,179,2016,6,28,1,180,2011,6,28,1,179,2015,7,4,5,185,66.6540404,9201.61,0,10558
foosdfpfkusacimwkcsosbicdxkicaua,0,136.73,0.114658,0.099545,40.606701,t,1.89,2,3,lxidpiddsbxsbosboudacockeimpuepw,1.77E-05,4.61E-06,7.73E-10,3.44E-12,1.85E-12,1.11E-05,2.90E-06,4.86E-10,0,0,2012,11,30,4,335,2016,11,30,2,335,2016,1,14,3,14,2015,12,3,3,337,126.7833333,40950.96,0,77282
foosdfpfkusacimwkcsosbicdxkicaua,1716,129.96,0.11691,0.100572,40.606701,f,15.84,1,3,lxidpiddsbxsbosboudacockeimpuepw,1.79E-05,3.32E-06,2.71E-06,0,0,1.11E-05,2.90E-06,4.86E-10,0,0,2013,6,20,3,171,2016,6,20,0,172,2014,6,4,2,155,2015,6,22,0,173,92.974809,17269.9,0,19325
foosdfpfkusacimwkcsosbicdxkicaua,842,9.7,0.144631,0,44.31137796,f,6.48,1,4,lxidpiddsbxsbosboudacockeimpuepw,4.62E-06,0,0,0.002633795,0,4.04E-06,0,0,0.005267621,0,2011,11,17,3,321,2016,11,24,3,329,2011,11,17,3,321,2015,11,25,2,329,3586.540767,596471.97,0,598235
MISSING,229,16.36,0.144902,0,44.31137796,f,14.64,1,7,ldkssxwpmemidmecebumciepifcamkci,3.11E-06,0,0,0.008380226,0,1.95E-06,0,0,0.005267621,0,2009,7,17,4,198,2016,7,17,6,199,2009,7,17,4,198,2015,7,19,6,200,13.16717988,1476.63,0,1642
lmkebamcaaclubfxadlmueccxoimlema,3582,130.43,0.115237,0.100123,40.606701,f,0.88,1,6,lxidpiddsbxsbosboudacockeimpuepw,1.94E-05,5.59E-06,1.04E-07,2.65E-12,1.43E-12,1.10E-05,2.87E-06,4.86E-10,0,0,2009,12,2,2,336,2016,12,2,4,337,2015,5,23,5,143,2015,12,3,3,337,261.3182584,58606.02,0,65178
ewpakwlliwisiwduibdlfmalxowmwpci,2780,131.37,0.1169,0.100015,40.606701,f,24.72,1,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.58E-05,3.96E-06,1.87E-06,0.004021438,0.001447718,1.11E-05,2.90E-06,4.86E-10,0,0,2011,2,16,2,47,2016,2,16,1,47,2011,2,16,2,47,2015,2,18,2,49,183.020202,32521.13,0,36238
foosdfpfkusacimwkcsosbicdxkicaua,2,144.39,0.11536,0.100243,40.9390266,f,29.28,1,5,lxidpiddsbxsbosboudacockeimpuepw,3.29E-05,1.06E-05,2.48E-06,0.048908701,0.036892241,1.35E-05,2.61E-06,8.94E-07,0.062132423,1,2010,9,17,4,260,2016,9,17,5,261,2015,8,27,3,239,2015,9,18,4,261,19.98737374,4275.35,0,4749
lmkebamcaaclubfxadlmueccxoimlema,0,17.43,0.19923,0,45.80687796,f,39.75,2,4,ldkssxwpmemidmecebumciepifcamkci,0.000568908,0,0,0.514661276,0,2.53E-06,0,0,0.00900669,0,2011,8,10,2,222,2016,5,26,3,147,2015,5,26,1,146,2014,8,11,0,223,151.1559373,20267.05,0.099170275,25133
usilxuppasemubllopkaafesmlibmsdf,1710,19.86,0.144149,0,44.31137796,f,24.42,1,5,lxidpiddsbxsbosboudacockeimpuepw,4.12E-06,0,0,0.007661891,0,3.32E-06,0,0,0,0,2011,4,11,0,101,2016,4,11,0,102,2011,4,11,0,101,2015,4,12,6,102,78.11153359,10500.87,0,12326
MISSING,3936,130.62,0.113323,0.096984,40.606701,f,9.42,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,2.07E-05,4.33E-06,9.81E-07,0,0,1.31E-05,2.72E-06,1.10E-06,0,0,2009,8,1,5,213,2016,8,1,0,214,2014,2,20,3,51,2015,8,2,6,214,178.09,48130.86,0,53427
lmkebamcaaclubfxadlmueccxoimlema,0,60.93,0.144149,0,44.31137796,f,30.86,3,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,4.43E-06,0,0,0.006464721,0,3.32E-06,0,0,0,0,2010,1,11,0,11,2016,3,9,2,69,2010,1,11,0,11,2015,3,10,1,69,271.2222222,44338.22,0,48820
foosdfpfkusacimwkcsosbicdxkicaua,0,16.31,0.142822,0,44.31137796,f,15.5,1,5,lxidpiddsbxsbosboudacockeimpuepw,7.97E-06,0,0,0.008380226,0,2.37E-06,0,0,0.005267621,0,2011,7,16,5,197,2016,7,16,5,198,2015,5,23,5,143,2015,7,17,4,198,14.95454545,1681.24,0,1974
MISSING,1929,15,0.166178,0.087538,44.31137796,t,3.84,2,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,5.68E-06,1.50E-07,0,3.82E-13,0,3.57E-06,9.45E-08,0,0,0,2010,12,7,1,341,2016,12,7,2,342,2010,12,7,1,341,2015,12,8,1,342,14390.36207,2501883.57,0,2979336
MISSING,380,132.54,0.115237,0.100123,40.9390266,f,20.64,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.77E-05,4.61E-06,7.73E-10,3.44E-12,1.85E-12,1.11E-05,2.90E-06,4.86E-10,0,0,2009,12,21,0,355,2016,12,21,2,356,2009,12,21,0,355,2015,12,23,2,357,142.1127946,33072.05,0,33766
ewpakwlliwisiwduibdlfmalxowmwpci,3,122.86,0.114782,0.099665,40.606701,f,2.82,1,3,lxidpiddsbxsbosboudacockeimpuepw,2.25E-05,6.07E-06,2.14E-07,0,0,1.53E-05,4.13E-06,3.61E-07,0,0,2012,11,23,4,328,2016,11,23,2,328,2015,11,1,6,305,2015,11,24,1,328,60.83166778,9795.88,0,10957
MISSING,5280,145.49,0.115174,0.098837,40.606701,f,25.77,1,11,ldkssxwpmemidmecebumciepifcamkci,1.62E-05,2.94E-06,3.24E-06,0,0,1.11E-05,2.90E-06,4.86E-10,0,0,2005,5,1,6,121,2016,5,1,6,122,2014,4,23,2,113,2015,5,2,5,122,105.0833711,27380.46,0,30578
foosdfpfkusacimwkcsosbicdxkicaua,0,15.25,0.186188,0,45.80687796,f,41.64,1,4,lxidpiddsbxsbosboudacockeimpuepw,4.97E-06,0,0,3.82E-13,0,3.32E-06,0,0,0,0,2012,2,6,0,37,2016,2,29,0,60,2015,12,18,4,352,2015,3,9,0,68,65.77776174,8864.93,0.134337667,10937
MISSING,2512,131.77,0.114782,0.099665,40.606701,f,3.24,1,5,ldkssxwpmemidmecebumciepifcamkci,2.17E-05,5.77E-06,1.67E-07,0.012460528,0.014784281,1.45E-05,3.85E-06,2.82E-07,0.026930526,0,2010,11,11,3,315,2016,11,11,4,316,2015,11,1,6,305,2015,11,12,3,316,106.9607221,19898.81,0,22232
ewpakwlliwisiwduibdlfmalxowmwpci,0,21.49,0.144558,0,44.31137796,f,21.92,1,6,lxidpiddsbxsbosboudacockeimpuepw,5.60E-06,0,0,0.008619667,0,3.32E-06,0,0,0,0,2010,6,9,2,160,2016,6,9,3,161,2015,4,29,2,119,2015,6,14,6,165,78.55,12026.75,0,14139
foosdfpfkusacimwkcsosbicdxkicaua,2166,0,0.115174,0.098837,40.606701,f,22.02,1,5,lxidpiddsbxsbosboudacockeimpuepw,1.64E-05,2.65E-06,2.44E-06,0.007238536,0.002605915,1.11E-05,2.90E-06,4.86E-10,0,0,2011,6,21,1,172,2016,6,21,1,173,2013,11,5,1,309,2015,6,23,1,174,272.3732756,65238.03,0,67919
foosdfpfkusacimwkcsosbicdxkicaua,0,0,0.165794,0.087899,44.31137796,f,34.68,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,6.26E-06,1.76E-07,0,2.95E-13,0,3.57E-06,9.45E-08,0,0,0,2010,2,16,1,47,2016,2,16,1,47,2010,2,16,1,47,2015,2,18,2,49,12.37129523,1801.05,0,2057
usilxuppasemubllopkaafesmlibmsdf,5403,129.38,0.111194,0.096078,40.606701,t,3.72,2,3,lxidpiddsbxsbosboudacockeimpuepw,2.61E-05,8.14E-06,1.10E-06,0.002211738,0.000796268,1.93E-05,6.54E-06,1.95E-06,0.004423387,0,2012,11,7,2,312,2016,11,24,3,329,2015,11,24,1,328,2015,11,9,0,313,152.9040404,32655.05,0,75125
foosdfpfkusacimwkcsosbicdxkicaua,3838,147.94,0.115174,0.098837,40.606701,f,21,1,5,lxidpiddsbxsbosboudacockeimpuepw,1.62E-05,2.94E-06,3.24E-06,0,0,1.11E-05,2.90E-06,4.86E-10,0,1,2011,5,4,2,124,2016,5,4,2,125,2014,4,15,1,105,2015,5,5,1,125,150.4419192,32367.87,0,35745
MISSING,6,16.62,0.141434,0,44.31137796,f,15.72,1,6,ldkssxwpmemidmecebumciepifcamkci,1.16E-05,0,0,0.00766193,0,2.36E-06,0,0,0.008428194,0,2009,8,7,4,219,2016,8,7,6,220,2015,6,17,2,168,2015,8,9,6,221,2.291666667,309.09,0,363
